Clinic Name,Exact Item Name (Inventory),Fuzzy Item Name (Clinic-Requested),SKU ID,Season (Needed By),Frequency,Volume
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha openseason toothbru sh 2022,OS-11870-TBS22,Winter–Spring,Ongoing,61
Clinic 9,,first-aid refill,,Winter–Spring,Ongoing,24
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,34
Clinic 9,,urgent wound kit,,Winter–Spring,Ongoing,24
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,12
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,44
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,37
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha-open-season-tothbrush-2022,OS-11870-TBS22,Winter–Spring,As Needed,73
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Winter–Spring,Ongoing,88
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,33
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tothpast - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,60
Clinic 9,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Winter–Spring,As Needed,32
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,14
Clinic 9,,urgent wound kit,,Winter–Spring,As Needed,33
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,41
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tothpast  -  individually  boxed,DK-RTP27B,Winter–Spring,Ongoing,58
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,48
Clinic 9,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Winter–Spring,As Needed,10
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geh open season tothbrush 2022,OS-11870-TBS22,Winter–Spring,Ongoing,59
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,48
Clinic 9,,first-aid refill,,Winter–Spring,Ongoing,24
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile golves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,Ongoing,17
Clinic 9,,urgent wound kit,,Winter–Spring,As Needed,31
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha  open  season  toothbrsh  2022,OS-11870-TBS22,Winter–Spring,As Needed,110
Clinic 9,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Winter–Spring,Ongoing,32
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,35
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Winter–Spring,As Needed,49
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,As Needed,62
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,11
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste - idividually boxed,DK-RTP27B,Winter–Spring,Ongoing,115
Clinic 9,,first-aid refill,,Winter–Spring,Ongoing,38
Clinic 9,,first-aid refill,,Winter–Spring,Ongoing,11
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,41
Clinic 9,,field bandage bundle,,Winter–Spring,Ongoing,25
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile golves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,Ongoing,27
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 2oz,KEN-381371178650,Winter–Spring,As Needed,56
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe-and-vitamin-e-cornstarchpowder-22oz,KEN-381371178650,Winter–Spring,Ongoing,85
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tootpast - individually boxed,DK-RTP27B,Winter–Spring,As Needed,108
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Winter–Spring,Ongoing,32
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,As Needed,112
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,37
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,29
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,44
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,32
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-hi-lite-orange™-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930715,Winter–Spring,As Needed,12
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Winter–Spring,As Needed,75
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile golves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,Ongoing,15
Clinic 9,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Winter–Spring,Ongoing,49
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile glovs, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,Ongoing,17
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orane™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,24
Clinic 9,PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930700,Winter–Spring,As Needed,46
Clinic 9,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety  needle  25g  5/8in  liplock,HS-SND486,Winter–Spring,As Needed,32
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,As Needed,23
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,toothpaste - individually bxed,DK-RTP27B,Winter–Spring,As Needed,103
Clinic 9,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ crub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Winter–Spring,Ongoing,11
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,toothpast  -  individually  boxed,DK-RTP27B,Winter–Spring,Ongoing,63
Clinic 9,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Winter–Spring,Ongoing,13
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,41
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,As Needed,75
Clinic 9,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Winter–Spring,As Needed,39
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste---individually-boxed,DK-RTP27B,Winter–Spring,As Needed,59
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrush 2022,OS-11870-TBS22,Winter–Spring,Ongoing,51
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,44
Clinic 9,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Winter–Spring,Ongoing,77
Clinic 9,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Winter–Spring,Ongoing,117
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste - individually boxe,DK-RTP27B,Winter–Spring,Ongoing,34
Clinic 9,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Winter–Spring,Ongoing,95
Clinic 9,,urgent wound kit,,Winter–Spring,As Needed,11
Clinic 9,,urgent wound kit,,Winter–Spring,As Needed,19
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,94
Clinic 9,,urgent wound kit,,Winter–Spring,As Needed,39
Clinic 9,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Winter–Spring,As Needed,20
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,30
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,toothpaste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,119
Clinic 9,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe--10ml-ll-sterile-bd-luer-lok-tip-syringe,-disposable,-precisionglide-needle",BD-309642-20,Winter–Spring,As Needed,44
Clinic 9,,urgent wound kit,,Winter–Spring,Ongoing,43
Clinic 9,,urgent wound kit,,Winter–Spring,Ongoing,45
Clinic 9,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe  10ml ll sterile bd luer-lok tip syringe, disposable, precisionglide needle",BD-309642-20,Winter–Spring,Ongoing,33
Clinic 9,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropl alcohol sterile,BD-930480NSB,Winter–Spring,As Needed,46
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,111
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Winter–Spring,Ongoing,32
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile glovs, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,Ongoing,43
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,33
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,45
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,26
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,15
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,40
Clinic 9,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcoho,BD-930725,Winter–Spring,As Needed,32
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,21
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Winter–Spring,As Needed,31
Clinic 9,,urgent wound kit,,Winter–Spring,Ongoing,15
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,13
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 2022,OS-11870-TBS22,Winter–Spring,Ongoing,57
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,As Needed,43
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxed,DK-RTP27B,Winter–Spring,As Needed,111
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,36
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,42
Clinic 9,,urgent wound kit,,Winter–Spring,As Needed,32
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,49
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Winter–Spring,As Needed,56
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tohpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,119
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,48
Clinic 9,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabic face cover not a medical masc single use,BC-ST323,Winter–Spring,Ongoing,63
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha  open  season  tothbrsh  2022,OS-11870-TBS22,Winter–Spring,Ongoing,66
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,29
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,21
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Winter–Spring,Ongoing,45
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  0.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Winter–Spring,Ongoing,20
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile glovs, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,Ongoing,18
Clinic 9,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,36
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,43
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,25
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,38
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrsh 2022,OS-11870-TBS22,Winter–Spring,Ongoing,43
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha-open-season-tothbrush-2022,OS-11870-TBS22,Winter–Spring,Ongoing,38
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha-open-season-toothbrsh-2022,OS-11870-TBS22,Winter–Spring,Ongoing,101
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,47
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,11
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,15
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxed,DK-RTP27B,Winter–Spring,As Needed,92
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Winter–Spring,As Needed,74
Clinic 9,,field bandage bundle,,Winter–Spring,As Needed,39
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,19
Clinic 9,,first-aid refill,,Winter–Spring,Ongoing,44
Clinic 9,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength hg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,27
Clinic 9,,first-aid refill,,Winter–Spring,Ongoing,33
Clinic 9,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not amedical mask single use,BC-ST323,Winter–Spring,As Needed,56
Clinic 9,,first-aid refill,,Winter–Spring,Ongoing,33
Clinic 9,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohl,BD-930725,Winter–Spring,Ongoing,12
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 2022,OS-11870-TBS22,Winter–Spring,Ongoing,31
Clinic 9,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile-golves,-powder-free,-non-sterile-size-large-ambidextrous-asst-colors",GEN-EG-NITRILE-LG,Winter–Spring,As Needed,48
Clinic 9,,first-aid refill,,Winter–Spring,As Needed,46
Clinic 9,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,90
Clinic 9,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrsh 2022,OS-11870-TBS22,Winter–Spring,As Needed,62
