DONOR PARTNER,INBOUND DATE,ITEMIZED LIST,UNITS RECEIVED,UNIT OF MEASURE,DATE REDISTRIBUTED,OUTBOUND RECIPIENT,ITEMIZED LIST.1,UNITS DISTRIBUTED,COMMENT,DONOR
,"April 7, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"April 27, 2024",Clinic 9,,33,,City Medical Center
,"March 23, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"May 3, 2024",Clinic 9,,49,,Regional Health Org
,"April 3, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"May 18, 2024",Clinic 9,,6,,General Hospital A
,"May 14, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"June 3, 2024",Clinic 9,,20,,Regional Health Org
,"June 2, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"June 24, 2024",Clinic 9,,15,,City Medical Center
,"July 8, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"August 19, 2024",Clinic 9,,33,,General Hospital A
,"September 6, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"September 26, 2024",Clinic 9,,44,,Regional Health Org
,"November 23, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"December 3, 2024",Clinic 9,,25,,City Medical Center
,"December 20, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"January 3, 2025",Clinic 9,,28,,City Medical Center
,"December 4, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"January 26, 2025",Clinic 9,,38,,General Hospital A
,"March 19, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"April 20, 2025",Clinic 9,,29,,City Medical Center
,"October 8, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"October 26, 2025",Clinic 9,,16,,City Medical Center
,"January 1, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,EA.,"January 1, 2023",Clinic 9,,42,,General Hospital A
,"January 18, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 6, 2023",Clinic 9,,80,,City Medical Center
,"February 6, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 21, 2023",Clinic 9,,96,,Regional Health Org
,"April 10, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PACK,"May 20, 2023",Clinic 9,,109,,General Hospital A
,"July 31, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,EA.,"September 16, 2023",Clinic 9,,35,,General Hospital A
,"September 7, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"October 6, 2023",Clinic 9,,89,,General Hospital A
,"November 2, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"November 20, 2023",Clinic 9,,42,,City Medical Center
,"January 14, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 8, 2024",Clinic 9,,32,,General Hospital A
,"February 20, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"April 1, 2024",Clinic 9,,111,,Regional Health Org
,"March 10, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,EA.,"May 7, 2024",Clinic 9,,113,,Regional Health Org
,"April 23, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"June 9, 2024",Clinic 9,,73,,Regional Health Org
,"May 23, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"June 23, 2024",Clinic 9,,97,,Regional Health Org
,"June 10, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"July 16, 2024",Clinic 9,,21,,Regional Health Org
,"July 16, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"August 25, 2024",Clinic 9,,91,,Regional Health Org
,"July 10, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"September 7, 2024",Clinic 9,,49,,City Medical Center
,"September 4, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"October 19, 2024",Clinic 9,,57,,Regional Health Org
,"November 1, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"November 10, 2024",Clinic 9,,53,,Regional Health Org
,"October 10, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"November 22, 2024",Clinic 9,,61,,General Hospital A
,"January 29, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"February 6, 2025",Clinic 9,,101,,City Medical Center
,"January 31, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 7, 2025",Clinic 9,,37,,Regional Health Org
,"January 30, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 15, 2025",Clinic 9,,101,,City Medical Center
,"March 2, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PACK,"April 4, 2025",Clinic 9,,81,,City Medical Center
,"March 8, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"May 2, 2025",Clinic 9,,62,,City Medical Center
,"May 10, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"May 26, 2025",Clinic 9,,51,,Regional Health Org
,"September 12, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"September 21, 2025",Clinic 9,,49,,Regional Health Org
,"October 4, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,EA.,"October 13, 2025",Clinic 9,,80,,General Hospital A
,"January 1, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"January 1, 2023",Clinic 9,,15,,General Hospital A
,"January 1, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"February 2, 2023",Clinic 9,,11,,Regional Health Org
,"January 29, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"March 1, 2023",Clinic 9,,7,,City Medical Center
,"February 14, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"March 16, 2023",Clinic 9,,33,,General Hospital A
,"March 13, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"March 23, 2023",Clinic 9,,43,,Regional Health Org
,"March 30, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"April 13, 2023",Clinic 9,,36,,General Hospital A
,"April 14, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"April 27, 2023",Clinic 9,,27,,City Medical Center
,"April 2, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"May 24, 2023",Clinic 9,,46,,City Medical Center
,"August 15, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"August 31, 2023",Clinic 9,,14,,General Hospital A
,"October 4, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"October 21, 2023",Clinic 9,,22,,General Hospital A
,"October 7, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"December 2, 2023",Clinic 9,,16,,General Hospital A
,"December 27, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"January 8, 2024",Clinic 9,,28,,City Medical Center
,"December 23, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"January 24, 2024",Clinic 9,,35,,Regional Health Org
,"January 27, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"February 19, 2024",Clinic 9,,28,,Regional Health Org
,"January 17, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"March 4, 2024",Clinic 9,,10,,Regional Health Org
,"March 1, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"April 2, 2024",Clinic 9,,12,,General Hospital A
,"March 14, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"May 9, 2024",Clinic 9,,16,,General Hospital A
,"March 31, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"May 21, 2024",Clinic 9,,29,,City Medical Center
,"June 12, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"July 19, 2024",Clinic 9,,31,,City Medical Center
,"September 18, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"October 22, 2024",Clinic 9,,46,,Regional Health Org
,"September 23, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"November 8, 2024",Clinic 9,,18,,City Medical Center
,"November 6, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"December 13, 2024",Clinic 9,,40,,General Hospital A
,"December 4, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"January 12, 2025",Clinic 9,,18,,General Hospital A
,"December 26, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PACK,"January 30, 2025",Clinic 9,,31,,City Medical Center
,"February 21, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"March 4, 2025",Clinic 9,,11,,City Medical Center
,"February 25, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"March 16, 2025",Clinic 9,,31,,Regional Health Org
,"February 16, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"March 28, 2025",Clinic 9,,18,,City Medical Center
,"June 18, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"July 16, 2025",Clinic 9,,23,,City Medical Center
,"July 13, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,RL.,"July 27, 2025",Clinic 9,,31,,General Hospital A
,"July 7, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"August 31, 2025",Clinic 9,,25,,City Medical Center
,"September 5, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"September 24, 2025",Clinic 9,,11,,General Hospital A
,"September 9, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"October 18, 2025",Clinic 9,,14,,General Hospital A
,"February 8, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"March 5, 2023",Clinic 9,,17,,City Medical Center
,"January 28, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"March 17, 2023",Clinic 9,,16,,City Medical Center
,"July 5, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"August 1, 2023",Clinic 9,,24,,General Hospital A
,"August 27, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"September 3, 2023",Clinic 9,,27,,City Medical Center
,"August 28, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"October 25, 2023",Clinic 9,,38,,Regional Health Org
,"October 29, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"November 17, 2023",Clinic 9,,26,,Regional Health Org
,"November 21, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"December 20, 2023",Clinic 9,,45,,City Medical Center
,"January 17, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"February 2, 2024",Clinic 9,,12,,City Medical Center
,"April 16, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"May 5, 2024",Clinic 9,,46,,General Hospital A
,"August 6, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"September 24, 2024",Clinic 9,,13,,Regional Health Org
,"March 4, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"April 9, 2025",Clinic 9,,7,,City Medical Center
,"March 24, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"April 25, 2025",Clinic 9,,37,,City Medical Center
,"May 9, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"May 20, 2025",Clinic 9,,14,,Regional Health Org
,"April 5, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"May 29, 2025",Clinic 9,,12,,Regional Health Org
,"January 1, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"January 22, 2023",Clinic 4,,102,,Regional Health Org
,"February 9, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"March 23, 2023",Clinic 4,,87,,General Hospital A
,"February 26, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"April 14, 2023",Clinic 4,,65,,Regional Health Org
,"April 23, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"May 15, 2023",Clinic 4,,77,,General Hospital A
,"July 9, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"August 10, 2023",Clinic 4,,104,,General Hospital A
,"August 7, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"September 21, 2023",Clinic 4,,78,,City Medical Center
,"October 30, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"November 6, 2023",Clinic 4,,95,,City Medical Center
,"November 6, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"November 30, 2023",Clinic 4,,118,,City Medical Center
,"November 12, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"December 20, 2023",Clinic 4,,48,,General Hospital A
,"December 16, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"January 3, 2024",Clinic 4,,66,,City Medical Center
,"December 1, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,CS.,"January 9, 2024",Clinic 4,,28,,General Hospital A
,"January 21, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"February 7, 2024",Clinic 4,,40,,Regional Health Org
,"February 10, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,CS.,"March 8, 2024",Clinic 4,,80,,City Medical Center
,"March 14, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"April 15, 2024",Clinic 4,,101,,City Medical Center
,"September 3, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"September 23, 2024",Clinic 4,,56,,City Medical Center
,"September 10, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,PACK,"October 16, 2024",Clinic 4,,99,,Regional Health Org
,"October 25, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,CS.,"November 12, 2024",Clinic 4,,75,,General Hospital A
,"December 24, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,PACK,"February 14, 2025",Clinic 4,,64,,General Hospital A
,"February 9, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"February 24, 2025",Clinic 4,,48,,Regional Health Org
,"February 27, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"March 24, 2025",Clinic 4,,97,,Regional Health Org
,"April 2, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"April 15, 2025",Clinic 4,,47,,Regional Health Org
,"April 9, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"May 3, 2025",Clinic 4,,59,,City Medical Center
,"May 28, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,PACK,"June 6, 2025",Clinic 4,,69,,Regional Health Org
,"June 10, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"July 30, 2025",Clinic 4,,84,,Regional Health Org
,"September 13, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"October 18, 2025",Clinic 4,,37,,Regional Health Org
,"January 1, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"January 4, 2023",Clinic 4,,54,,General Hospital A
,"January 1, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,BOX,"January 14, 2023",Clinic 4,,67,,City Medical Center
,"January 1, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"February 16, 2023",Clinic 4,,118,,City Medical Center
,"March 11, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"March 23, 2023",Clinic 4,,63,,General Hospital A
,"April 6, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,BOX,"April 21, 2023",Clinic 4,,52,,General Hospital A
,"April 3, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,RL.,"May 28, 2023",Clinic 4,,92,,Regional Health Org
,"October 10, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"November 4, 2023",Clinic 4,,38,,General Hospital A
,"October 29, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"November 23, 2023",Clinic 4,,47,,City Medical Center
,"November 20, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"December 3, 2023",Clinic 4,,53,,City Medical Center
,"January 6, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"February 4, 2024",Clinic 4,,29,,Regional Health Org
,"February 2, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,BOX,"March 5, 2024",Clinic 4,,35,,General Hospital A
,"February 3, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,RL.,"March 15, 2024",Clinic 4,,44,,Regional Health Org
,"March 25, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"April 11, 2024",Clinic 4,,85,,City Medical Center
,"March 16, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,CS.,"April 26, 2024",Clinic 4,,81,,General Hospital A
,"October 5, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,RL.,"October 28, 2024",Clinic 4,,53,,Regional Health Org
,"October 30, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"November 25, 2024",Clinic 4,,75,,Regional Health Org
,"October 26, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,CS.,"December 8, 2024",Clinic 4,,114,,Regional Health Org
,"November 24, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"December 23, 2024",Clinic 4,,55,,General Hospital A
,"December 9, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,RL.,"January 5, 2025",Clinic 4,,31,,City Medical Center
,"December 7, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,CS.,"January 16, 2025",Clinic 4,,80,,General Hospital A
,"December 11, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"February 8, 2025",Clinic 4,,29,,City Medical Center
,"January 27, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"March 10, 2025",Clinic 4,,44,,Regional Health Org
,"February 13, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"April 12, 2025",Clinic 4,,35,,Regional Health Org
,"May 8, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"May 19, 2025",Clinic 4,,93,,Regional Health Org
,"May 31, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"June 28, 2025",Clinic 4,,65,,General Hospital A
,"June 22, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"July 20, 2025",Clinic 4,,23,,Regional Health Org
,"August 31, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"October 1, 2025",Clinic 4,,83,,Regional Health Org
,"October 11, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"October 28, 2025",Clinic 4,,79,,City Medical Center
,"January 1, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"January 6, 2023",Clinic 4,,84,,Regional Health Org
,"January 1, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"February 11, 2023",Clinic 4,,64,,City Medical Center
,"January 28, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"March 4, 2023",Clinic 4,,42,,City Medical Center
,"February 9, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"March 23, 2023",Clinic 4,,85,,City Medical Center
,"April 30, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"June 5, 2023",Clinic 4,,102,,General Hospital A
,"July 16, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"August 3, 2023",Clinic 4,,92,,Regional Health Org
,"August 1, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"September 26, 2023",Clinic 4,,49,,City Medical Center
,"November 23, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"December 4, 2023",Clinic 4,,68,,Regional Health Org
,"November 27, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"December 28, 2023",Clinic 4,,101,,City Medical Center
,"November 23, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"January 14, 2024",Clinic 4,,28,,Regional Health Org
,"December 19, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PACK,"January 29, 2024",Clinic 4,,87,,General Hospital A
,"March 18, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,RL.,"March 27, 2024",Clinic 4,,76,,Regional Health Org
,"June 2, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"July 9, 2024",Clinic 4,,34,,Regional Health Org
,"July 19, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"September 9, 2024",Clinic 4,,35,,City Medical Center
,"October 3, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"November 1, 2024",Clinic 4,,97,,General Hospital A
,"November 23, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"December 17, 2024",Clinic 4,,102,,Regional Health Org
,"January 24, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"February 7, 2025",Clinic 4,,78,,Regional Health Org
,"February 15, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,RL.,"February 27, 2025",Clinic 4,,101,,City Medical Center
,"March 11, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"March 20, 2025",Clinic 4,,79,,City Medical Center
